code,name,name_clean,name_search,scie,grup,food_category,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water,ash,protein_percent,carbs_percent,fat_percent,fasat,fauns,fapu,cholc,ca,fe,mg,p,k,na,zn,vita,vitc,vitd,vite,thia,ribf,nia,vitb6c,folsum,fsugar,protein_density,fiber_density,search_keywords,tags,regn
E025,"Grapes, seedless, oval, black","grapes, seedless, oval, black",grapes seedless oval black,Vitis vinifera,Fruits,Fruits,395.0,1.41,20.48,0.46,1.64,75.3,0.7,6.3,91.6,2.1,0.046,0.217,0.183,0.0,0.015,0.0,0.011,0.029,0.237,0.002,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.36,0.42,grapes seedless oval black vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E026,"Grapes, seedless, round, green","grapes, seedless, round, green",grapes seedless round green,Vitis vinifera,Fruits,Fruits,224.0,0.62,11.81,0.26,1.28,85.55,0.47,4.9,93.1,2.0,0.087,0.122,0.113,0.0,0.014,0.0,0.008,0.02,0.168,0.002,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.28,0.57,grapes seedless round green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E027,"Grapes, seedless, round, black","grapes, seedless, round, black",grapes seedless round black,Vitis vinifera,Fruits,Fruits,374.0,1.24,19.86,0.35,1.15,76.9,0.49,5.8,92.6,1.6,0.129,0.175,0.162,0.0,0.019,0.0,0.011,0.027,0.235,0.002,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,0.33,0.31,grapes seedless round black vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E028,"Guava, white flesh","guava, white flesh",guava white flesh,Psidium guajava,Fruits,Fruits,135.0,1.44,5.13,0.32,8.59,83.79,0.72,20.9,74.5,4.6,0.049,0.212,0.176,0.0,0.019,0.0,0.015,0.024,0.283,0.003,0.0,0.0,0.214,0.0,0.0,0.0,0.0,0.001,0.0,0.0,4.1,1.07,6.36,guava white flesh vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E029,"Guava, pink flesh","guava, pink flesh",guava pink flesh,Psidium guajava,Fruits,Fruits,195.0,1.19,9.14,0.25,7.39,81.22,0.81,11.2,86.4,2.4,0.027,0.106,0.092,0.0,0.014,0.0,0.013,0.03,0.27,0.002,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.001,0.0,0.0,7.79,0.61,3.79,guava pink flesh vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E030,"Jack fruit, ripe","jack fruit, ripe",jack fruit ripe,Artocarpus heterophyllus,Fruits,Fruits,302.0,2.74,14.01,0.15,3.62,78.56,0.91,16.2,82.9,0.9,0.038,0.082,0.038,0.0,0.035,0.0,0.032,0.023,0.279,0.002,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.91,1.2,jack fruit ripe vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E031,"Jambu fruit, ripe","jambu fruit, ripe",jambu fruit ripe,Syzygium samarangense,Fruits,Fruits,235.0,0.82,12.3,0.17,3.07,83.33,0.31,6.2,92.6,1.3,0.066,0.07,0.049,0.0,0.025,0.0,0.028,0.01,0.103,0.003,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.35,1.31,jambu fruit ripe vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
E032,Karonda fruit,karonda fruit,karonda fruit,Carissa carandas,Fruits,Fruits,141.0,1.15,2.87,1.67,7.25,86.04,1.02,20.2,50.4,29.3,0.067,0.077,0.053,0.0,0.011,0.001,0.024,0.033,0.351,0.003,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.82,5.14,karonda fruit vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E033,"Lemon, juice","lemon, juice",lemon juice,Citrus limon,Fruits,Fruits,153.0,0.41,0.0,0.75,0.0,91.59,0.28,35.3,0.0,64.7,0.202,0.4,0.353,0.0,0.023,0.0,0.009,0.01,0.113,0.001,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.27,0.0,lemon juice vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E034,"Lime, sweet, pulp","lime, sweet, pulp",lime sweet pulp,Citrus limetta,Fruits,Fruits,114.0,0.76,5.18,0.2,2.07,91.32,0.47,12.4,84.4,3.3,0.076,0.12,0.084,0.0,0.026,0.0,0.015,0.021,0.182,0.001,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.67,1.82,lime sweet pulp vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E035,Litchi,litchi,litchi,Litchi chinensis,Fruits,Fruits,225.0,0.99,11.41,0.26,1.34,85.56,0.44,7.8,90.1,2.1,0.091,0.125,0.079,0.0,0.006,0.001,0.015,0.023,0.161,0.001,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.44,0.6,litchi vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
E036,"Mango, ripe, banganapalli","mango, ripe, banganapalli",mango ripe banganapalli,Mangifera indica,Fruits,Fruits,175.0,0.54,8.18,0.55,1.88,88.44,0.42,5.8,88.2,5.9,0.17,0.266,0.132,0.0,0.016,0.001,0.013,0.011,0.144,0.001,0.0,0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.31,1.07,mango ripe banganapalli vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E037,"Mango, ripe, gulabkhas","mango, ripe, gulabkhas",mango ripe gulabkhas,Mangifera indica,Fruits,Fruits,209.0,0.52,10.32,0.53,1.67,86.65,0.32,4.6,90.8,4.7,0.18,0.244,0.099,0.0,0.019,0.0,0.012,0.011,0.115,0.001,0.0,0.001,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,0.25,0.8,mango ripe gulabkhas vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
E038,"Mango, ripe, himsagar","mango, ripe, himsagar",mango ripe himsagar,Mangifera indica,Fruits,Fruits,187.0,0.46,9.03,0.54,1.55,88.04,0.38,4.6,90.0,5.4,0.174,0.261,0.127,0.0,0.016,0.0,0.012,0.012,0.137,0.001,0.0,0.001,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.25,0.83,mango ripe himsagar vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
E039,"Mango, ripe, kesar","mango, ripe, kesar",mango ripe kesar,Mangifera indica,Fruits,Fruits,231.0,0.54,11.36,0.57,2.02,85.07,0.44,4.3,91.1,4.6,0.172,0.284,0.115,0.0,0.016,0.0,0.013,0.012,0.143,0.001,0.0,0.001,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.23,0.87,mango ripe kesar vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
E040,"Mango, ripe, neelam","mango, ripe, neelam",mango ripe neelam,Mangifera indica,Fruits,Fruits,178.0,0.68,8.21,0.55,1.77,88.41,0.38,7.2,87.0,5.8,0.178,0.263,0.116,0.0,0.011,0.0,0.01,0.012,0.137,0.001,0.0,0.001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.38,0.99,mango ripe neelam vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
E041,"Mango, ripe, paheri","mango, ripe, paheri",mango ripe paheri,Mangifera indica,Fruits,Fruits,188.0,0.68,8.67,0.58,1.97,87.69,0.42,6.8,87.3,5.8,0.186,0.278,0.086,0.0,0.015,0.001,0.014,0.015,0.153,0.002,0.0,0.001,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,0.36,1.05,mango ripe paheri vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
E042,"Mango, ripe, totapari","mango, ripe, totapari",mango ripe totapari,Mangifera indica,Fruits,Fruits,248.0,0.41,12.75,0.49,1.73,84.14,0.47,3.0,93.4,3.6,0.175,0.257,0.089,0.0,0.013,0.0,0.013,0.01,0.16,0.001,0.0,0.001,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.17,0.7,mango ripe totapari vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E043,Mangosteen,mangosteen,mangosteen,Garcinia mangostana,Fruits,Fruits,219.0,0.63,11.41,0.24,1.87,85.52,0.33,5.1,92.9,2.0,0.176,0.254,0.089,0.0,0.005,0.0,0.012,0.007,0.047,0.004,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.001,0.0,0.0,8.91,0.29,0.85,mangosteen vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E044,Manila tamarind,manila tamarind,manila tamarind,Pithecellobium dulce,Fruits,Fruits,342.0,3.56,13.54,1.14,4.4,74.54,2.82,19.5,74.2,6.2,0.028,0.053,0.019,0.0,0.009,0.001,0.033,0.074,0.376,0.001,0.001,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,1.04,1.29,manila tamarind vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E045,"Musk melon, orange flesh","musk melon, orange flesh",musk melon orange flesh,Cucumis melon,Fruits,Fruits,97.0,0.42,4.24,0.35,1.51,92.97,0.52,8.4,84.6,7.0,0.093,0.184,0.159,0.0,0.01,0.0,0.012,0.017,0.206,0.015,0.0,0.001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.43,1.56,musk melon orange flesh vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
E046,"Musk melon, yellow flesh","musk melon, yellow flesh",musk melon yellow flesh,Cucumis melo,Fruits,Fruits,116.0,0.53,5.4,0.26,1.49,91.84,0.48,8.6,87.2,4.2,0.079,0.135,0.114,0.0,0.009,0.0,0.01,0.013,0.196,0.016,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.46,1.28,musk melon yellow flesh vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E047,"Orange, pulp","orange, pulp",orange pulp,Citrus aurantium,Fruits,Fruits,156.0,0.7,7.92,0.13,1.29,89.61,0.36,8.0,90.5,1.5,0.037,0.067,0.048,0.0,0.02,0.001,0.011,0.013,0.164,0.001,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.45,0.83,orange pulp vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E048,"Palm fruit, tender","palm fruit, tender",palm fruit tender,Borassus flabellifer,Fruits,Fruits,101.0,0.5,4.92,0.12,2.4,91.93,0.13,9.0,88.8,2.2,0.033,0.115,0.076,0.0,0.0,0.0,0.0,0.0,0.158,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.5,2.38,palm fruit tender vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E049,"Papaya, ripe","papaya, ripe",papaya ripe,Carcia papaya,Fruits,Fruits,100.0,0.42,4.61,0.16,2.83,91.47,0.51,8.1,88.8,3.1,0.056,0.075,0.048,0.0,0.015,0.0,0.011,0.018,0.173,0.007,0.0,0.001,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.42,2.83,papaya ripe vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E050,Peach,peach,peach,Prunus communis,Fruits,Fruits,168.0,0.86,7.82,0.37,2.13,88.31,0.51,9.5,86.4,4.1,0.024,0.272,0.063,0.0,0.007,0.0,0.008,0.019,0.281,0.001,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.51,1.27,peach vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E051,Pear,pear,pear,Pyrus sp.,Fruits,Fruits,157.0,0.36,8.09,0.27,4.48,86.49,0.32,4.1,92.8,3.1,0.076,0.125,0.101,0.0,0.007,0.0,0.008,0.007,0.106,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.23,2.85,pear vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E052,Phalsa,phalsa,phalsa,Grewia asiatica,Fruits,Fruits,299.0,1.66,15.09,0.14,4.54,77.48,1.09,9.8,89.3,0.8,0.164,0.548,0.381,0.0,0.153,0.002,0.077,0.024,0.362,0.002,0.0,0.0,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,13.0,0.56,1.52,phalsa vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
E053,Pineapple,pineapple,pineapple,Ananas comosus,Fruits,Fruits,180.0,0.52,9.42,0.16,3.46,86.06,0.38,5.1,93.3,1.6,0.051,0.079,0.048,0.0,0.011,0.0,0.013,0.014,0.143,0.001,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56,0.29,1.92,pineapple vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E054,Plum,plum,plum,Prunus domestica,Fruits,Fruits,238.0,0.64,12.1,0.4,2.07,84.44,0.35,4.9,92.1,3.0,0.02,0.229,0.059,0.0,0.008,0.0,0.008,0.014,0.162,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,0.27,0.87,plum vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
E055,"Pomegranate, maroon seeds","pomegranate, maroon seeds",pomegranate maroon seeds,Punica granatum,Fruits,Fruits,229.0,1.33,11.58,0.15,2.83,83.55,0.57,10.2,88.7,1.1,0.042,0.08,0.041,0.0,0.011,0.0,0.011,0.027,0.206,0.002,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,0.58,1.24,pomegranate maroon seeds vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E056,Pummelo,pummelo,pummelo,Citrus maxima,Fruits,Fruits,210.0,0.68,10.64,0.42,0.8,86.97,0.49,5.8,90.6,3.6,0.115,0.228,0.187,0.0,0.014,0.0,0.007,0.014,0.189,0.001,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.32,0.38,pummelo vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
E057,"Raisins, dried, black","raisins, dried, black",raisins dried black,Vitis vinifera,Fruits,Fruits,1279.0,2.57,71.29,0.34,3.92,19.69,2.19,3.5,96.1,0.5,0.062,0.206,0.159,0.0,0.073,0.007,0.034,0.078,1.105,0.011,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51,0.2,0.31,raisins dried black vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E058,"Raisins, dried, golden","raisins, dried, golden",raisins dried golden,Vitis vinifera,Fruits,Fruits,1241.0,2.76,68.79,0.35,4.56,21.5,2.04,3.8,95.7,0.5,0.121,0.158,0.125,0.0,0.052,0.004,0.028,0.093,0.913,0.01,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,57.12,0.22,0.37,raisins dried golden vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E059,Rambutan,rambutan,rambutan,Nephelium lappaceum,Fruits,Fruits,306.0,0.68,16.84,0.16,1.02,80.87,0.43,3.8,95.2,0.9,0.144,0.522,0.362,0.0,0.009,0.0,0.021,0.007,0.131,0.002,0.001,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.22,0.33,rambutan vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E060,Sapota,sapota,sapota,Achras sapota,Fruits,Fruits,307.0,0.92,13.9,1.26,9.6,73.64,0.68,5.7,86.4,7.8,0.389,0.613,0.358,0.0,0.018,0.0,0.016,0.022,0.28,0.005,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.3,3.13,sapota vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E061,Soursop,soursop,soursop,Annona muricata,Fruits,Fruits,260.0,0.74,11.94,0.94,4.95,80.85,0.58,5.4,87.7,6.9,0.135,0.171,0.132,0.0,0.01,0.0,0.018,0.026,0.264,0.007,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.001,0.0,0.0,9.83,0.28,1.9,soursop vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E062,Star fruit,star fruit,star fruit,Averrhoa carambola,Fruits,Fruits,110.0,0.79,4.51,0.39,2.81,91.18,0.33,13.9,79.3,6.9,0.021,0.225,0.191,0.0,0.005,0.0,0.012,0.012,0.159,0.002,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.72,2.55,star fruit vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
E063,Strawberry,strawberry,strawberry,Fragaria ananassa,Fruits,Fruits,103.0,0.97,3.4,0.56,2.5,92.03,0.54,19.7,69.0,11.4,0.066,0.369,0.291,0.0,0.015,0.0,0.016,0.026,0.14,0.001,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.94,2.43,strawberry vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E064,"Tamarind, pulp","tamarind, pulp",tamarind pulp,Tamarindus indicus,Fruits,Fruits,1207.0,2.92,67.35,0.15,5.31,20.83,3.44,4.1,95.6,0.2,0.027,0.053,0.018,0.0,0.149,0.009,0.083,0.113,0.836,0.025,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.0,52.88,0.24,0.44,tamarind pulp vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E065,"Water melon, dark green (sugar baby)","water melon, dark green (sugar baby)",water melon dark green sugar baby ,Citrullus vulgaris,Fruits,Fruits,85.0,0.6,3.86,0.16,0.7,94.54,0.13,13.0,83.5,3.5,0.04,0.092,0.067,0.0,0.005,0.0,0.01,0.011,0.124,0.002,0.0,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.71,0.82,water melon dark green sugar baby  vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E066,"Water melon, pale green","water melon, pale green",water melon pale green,Citrullus vulgaris,Fruits,Fruits,70.0,0.59,3.02,0.16,0.78,95.33,0.12,15.6,80.1,4.2,0.05,0.076,0.065,0.0,0.004,0.0,0.007,0.008,0.126,0.002,0.0,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.84,1.11,water melon pale green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
E067,Wood apple,wood apple,wood apple,Limonia acidissima,Fruits,Fruits,327.0,3.14,7.52,3.62,5.21,79.36,1.15,22.0,52.7,25.4,0.877,2.03,1.435,0.0,0.056,0.0,0.024,0.084,0.347,0.001,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.001,0.0,0.0,3.81,0.96,1.59,wood apple vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
E068,Zizyphus,zizyphus,zizyphus,Zizyphus jujuba,Fruits,Fruits,204.0,1.34,9.4,0.35,3.73,84.39,0.8,12.1,84.8,3.2,0.119,0.161,0.035,0.0,0.047,0.0,0.017,0.032,0.237,0.002,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.66,1.83,zizyphus vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
F001,Beetroot,beetroot,beetroot,Beta vulgaris,Roots and Tubers,Vegetables,149.0,1.95,6.18,0.14,3.31,86.95,1.46,23.6,74.7,1.7,0.031,0.086,0.064,0.0,0.017,0.001,0.033,0.036,0.306,0.069,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,1.31,2.22,beetroot vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
F002,"Carrot, orange","carrot, orange",carrot orange,Dacus carota,Roots and Tubers,Vegetables,139.0,0.95,5.55,0.47,4.18,87.69,1.16,13.6,79.6,6.7,0.088,0.287,0.266,0.0,0.035,0.001,0.017,0.043,0.273,0.052,0.0,0.008,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.68,3.01,carrot orange vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
F003,"Carrot, red","carrot, red",carrot red,Dacus carota,Roots and Tubers,Vegetables,160.0,1.04,6.71,0.47,4.49,86.07,1.22,12.7,81.6,5.7,0.089,0.288,0.27,0.0,0.041,0.001,0.019,0.026,0.267,0.061,0.0,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.65,2.81,carrot red vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
F004,Colocasia,colocasia,colocasia,Colocasia antiquorum,Roots and Tubers,Vegetables,372.0,3.31,17.85,0.17,3.22,73.49,1.95,15.5,83.7,0.8,0.042,0.1,0.077,0.0,0.03,0.001,0.037,0.081,0.514,0.005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.9,0.89,0.87,colocasia vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
F005,Lotus root,lotus root,lotus root,Nelumbium nelumbo,Roots and Tubers,Vegetables,332.0,1.94,14.67,0.93,4.7,76.26,1.5,11.1,83.6,5.3,0.249,0.498,0.414,0.0,0.038,0.003,0.027,0.074,0.611,0.021,0.0,0.0,0.027,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.24,0.58,1.42,lotus root vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
F006,"Potato, brown skin, big","potato, brown skin, big",potato brown skin big,Solanum tuberosum,Roots and Tubers,Vegetables,292.0,1.54,14.89,0.23,1.71,80.72,0.92,9.2,89.4,1.4,0.044,0.143,0.129,0.0,0.01,0.001,0.024,0.043,0.541,0.004,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.32,0.53,0.59,potato brown skin big vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
F007,"Potato, brown skin, small","potato, brown skin, small",potato brown skin small,Solanum tuberosum,Roots and Tubers,Vegetables,255.0,1.35,12.9,0.22,1.69,82.97,0.87,9.3,89.1,1.5,0.044,0.14,0.128,0.0,0.009,0.001,0.022,0.038,0.474,0.004,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.44,0.53,0.66,potato brown skin small vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
F008,"Potato, red skin","potato, red skin",potato red skin,Solanum tuberosum,Roots and Tubers,Vegetables,306.0,1.83,15.43,0.22,1.68,79.72,1.13,10.5,88.3,1.3,0.04,0.136,0.121,0.0,0.009,0.001,0.026,0.03,0.501,0.004,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.38,0.6,0.55,potato red skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
F009,"Radish, elongate, red skin","radish, elongate, red skin",radish elongate red skin,Raphanus sativus,Roots and Tubers,Vegetables,134.0,0.67,6.71,0.13,2.46,89.32,0.73,8.9,89.3,1.7,0.043,0.064,0.057,0.0,0.028,0.0,0.013,0.028,0.255,0.025,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.5,1.84,radish elongate red skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
F010,"Radish, elongate, white skin","radish, elongate, white skin",radish elongate white skin,Raphanus sativus,Roots and Tubers,Vegetables,135.0,0.77,6.56,0.15,2.65,89.05,0.82,10.3,87.7,2.0,0.044,0.063,0.054,0.0,0.03,0.0,0.016,0.03,0.288,0.028,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.57,1.96,radish elongate white skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
F011,"Radish, round, red skin","radish, round, red skin",radish round red skin,Raphanus sativus,Roots and Tubers,Vegetables,130.0,0.89,6.07,0.16,2.29,89.68,0.91,12.5,85.3,2.2,0.046,0.082,0.076,0.0,0.036,0.0,0.022,0.028,0.308,0.032,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.68,1.76,radish round red skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
F012,"Radish, round, white skin","radish, round, white skin",radish round white skin,Raphanus sativus,Roots and Tubers,Vegetables,129.0,0.8,6.13,0.14,2.37,89.76,0.8,11.3,86.7,2.0,0.041,0.075,0.062,0.0,0.034,0.0,0.015,0.029,0.287,0.024,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.62,1.84,radish round white skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
F013,"Sweet potato, brown skin","sweet potato, brown skin",sweet potato brown skin,Ipomoea batatas,Roots and Tubers,Vegetables,456.0,1.33,24.25,0.26,3.99,69.21,0.96,5.1,93.8,1.0,0.066,0.12,0.116,0.0,0.028,0.0,0.017,0.043,0.345,0.03,0.0,0.005,0.018,0.0,0.0,0.0,0.0,0.001,0.0,0.0,3.63,0.29,0.88,sweet potato brown skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
F014,"Sweet potato, pink skin","sweet potato, pink skin",sweet potato pink skin,Ipomoea batatas,Roots and Tubers,Vegetables,452.0,1.27,23.93,0.33,3.94,69.58,0.95,5.0,93.7,1.3,0.101,0.189,0.18,0.0,0.029,0.001,0.021,0.038,0.329,0.029,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.001,0.0,0.0,4.03,0.28,0.87,sweet potato pink skin vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
F015,Tapioca,tapioca,tapioca,Manihot esculenta,Roots and Tubers,Vegetables,334.0,1.03,17.81,0.2,4.61,75.23,1.12,5.4,93.5,1.1,0.06,0.1,0.091,0.0,0.026,0.001,0.023,0.043,0.255,0.011,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.31,1.38,tapioca vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
F016,Water Chestnut,water chestnut,water chestnut,Eleocharis dulcis,Roots and Tubers,Vegetables,400.0,0.86,21.46,0.37,3.02,73.34,0.95,3.8,94.6,1.6,0.087,0.209,0.104,0.0,0.037,0.001,0.057,0.063,0.382,0.013,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.95,0.22,0.76,water chestnut vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
F017,"Yam, elephant","yam, elephant",yam elephant,Amorphophallus paeoniifolius,Roots and Tubers,Vegetables,353.0,2.56,17.46,0.14,4.17,74.39,1.29,12.7,86.6,0.7,0.036,0.08,0.074,0.0,0.047,0.001,0.034,0.043,0.501,0.014,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.58,0.73,1.18,yam elephant vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
